Outlet_ID,Outlet_Type,Outlet_Size,Cooler_Count,Latitude,Longitude,dominant_distributor,province,observed_mean_monthly_liters,observed_max_monthly_liters,active_months,predicted_potential_liters,headroom_liters,uplift_ratio,bill_per_liter,baseline_revenue_lkr,competitor_count_500m,competitive_intensity
OUT_00042,Bakry,Medium,2,6.886141,80.08204,DIST_W_02,Western,627.4312480968337,1635.4366326387926,27,1635.437,1008.0057519031662,1.0000002246257667,265.20634938792307,166398.7507996695,1.0,0.125
OUT_00043,Eatery,Small,0,6.942807,79.934527,DIST_W_01,Western,508.47231492776325,906.4956364567685,31,906.496,398.02368507223673,1.0000004010424506,263.36953906276335,133916.11920870125,5.0,0.625
OUT_00044,Grocery,Small,1,6.946947,79.853647,DIST_W_01,Western,630.473301117617,1527.3496031417924,27,1527.35,896.8766988823829,1.000000259834557,256.9861337930001,162022.89611392634,1.0,0.125
OUT_00045,Grocery,Medium,2,6.97127,79.952644,DIST_W_03,Western,614.6514944876736,1803.1148300338239,27,1803.115,1188.4635055123263,1.0000000942625358,265.54963890543934,163220.48241389036,3.0,0.375
OUT_00046,Pharmacy,Small,0,7.189446,79.946023,DIST_W_02,Western,538.3372021803684,1013.5779398648762,24,1013.578,475.24079781963155,1.0000000593295508,257.5564297049352,138652.20777091957,3.0,0.375
OUT_00047,Grocery,Small,0,6.988452,79.947755,DIST_W_03,Western,647.6627665229903,1769.7964790574665,27,1769.797,1122.1342334770097,1.000000294351661,261.3098389926649,169240.6532416665,2.0,0.25
OUT_00048,Kiosk,Small,0,6.712158,79.993642,DIST_W_01,Western,520.0700662385667,936.1854377102467,26,936.186,416.1159337614333,1.0000006006179232,258.7843121978124,134585.97438621824,7.0,0.875
OUT_00049,Hotel,small,3,6.83978,80.065048,DIST_W_01,Western,692.6301247928902,1744.9047149011196,26,1744.905,1052.2748752071097,1.000000163389369,247.43261750137344,171379.28473780776,3.0,0.375
OUT_00050,Grocery,Extra Large,2,6.976382,79.971688,DIST_W_01,Western,525.0535156321276,907.8008374893165,31,1134.752,609.6984843678723,1.2500010499421403,269.0693184687305,141275.79161074752,2.0,0.25
OUT_00051,Smmt,Small,0,6.834237,79.945584,DIST_W_01,Western,595.8382627835081,1941.9881238743708,24,1941.989,1346.150737216492,1.000000451148809,284.87519642754256,169739.54214949757,3.0,0.375
OUT_00052,Pharmacy,Medium,1,7.048015,79.971018,DIST_W_02,Western,583.2598699129672,1717.430266286378,25,1717.431,1134.171130087033,1.0000004272159613,268.62038748618727,156675.49226116444,1.0,0.125
OUT_00053,Smmt,small,2,6.770042,79.955499,DIST_W_02,Western,589.8819365726431,1786.6565960677292,27,1786.657,1196.7750634273568,1.0000002260827692,287.27623270830367,169459.06048126743,6.0,0.75
OUT_00054,Grocery,Small,1,7.051242,79.907847,DIST_W_02,Western,704.9637070943013,1824.2278290257834,25,1824.228,1119.2642929056988,1.0000000937241575,260.68189551296933,183771.27543319218,2.0,0.25
OUT_00055,Eatery,Small,0,7.133536,80.073972,DIST_W_01,Western,639.4332732618269,1895.0050920684503,26,1895.006,1255.572726738173,1.000000479118264,259.3926488766554,165864.2905312555,7.0,0.875
OUT_00056,Kiosk,Small,0,7.024982,80.01059,DIST_W_02,Western,618.9043119769884,1674.08876505664,26,1674.089,1055.1846880230114,1.0000001403410408,253.9858228557493,157192.92094644677,2.0,0.25
OUT_00057,Smmt,Large,4,6.887791,79.828195,DIST_W_02,Western,543.567316250743,957.5137541702846,30,1196.893,653.325683749257,1.250000843107622,252.7421438013781,137382.36880957446,5.0,0.625
OUT_00058,Grocery,Medium,1,6.777521,80.094552,DIST_W_03,Western,682.4899307328657,1886.1079957543332,26,1886.108,1203.6180692671342,1.00000000225102,259.7520084329897,177278.1302431539,6.0,0.75
OUT_00059,Grocery,Medium,2,6.718674,80.04678,DIST_W_02,Western,538.6710249858452,970.3410334131314,31,970.342,431.6709750141548,1.0000009961310872,242.3667221296215,130555.93063202275,4.0,0.5
OUT_00060,Grocery,Medium,1,7.113935,79.881463,DIST_W_02,Western,585.4607303746143,1165.3651373436371,26,1165.366,579.9052696253857,1.000000740245555,257.34519852245614,150665.50788535728,4.0,0.5
OUT_00061,Kiosk,Small,1,6.905677,80.009854,DIST_W_01,Western,553.3998257482049,967.7045681807404,26,967.705,414.30517425179517,1.0000004462304652,266.0062791520749,147207.8285306866,4.0,0.5
OUT_00062,Pharmacy,Extra Large,3,6.720534,79.919646,DIST_W_01,Western,577.6050530948773,969.774384890097,28,1212.218,634.6129469051227,1.2500000194760545,250.81297002548138,144870.83886845206,4.0,0.5
OUT_00063,Hotel,Small,0,6.792167,79.824262,DIST_W_03,Western,560.0436565228797,974.4352293798989,32,974.436,414.39234347712033,1.0000007908376851,249.85394852949847,139929.1189311397,3.0,0.375
OUT_00064,Grocery,Medium,1,6.786647,79.846931,DIST_W_03,Western,483.0552679421482,995.5496699531432,31,995.55,512.4947320578517,1.00000033152224,269.37299972926587,130122.04656060073,5.0,0.625
OUT_00065,Grocery,Small,0,7.030099,79.88398,DIST_W_02,Western,522.5411865950681,874.0125000330121,30,874.013,351.47181340493194,1.0000005720364273,255.70359200243738,133615.6583815748,1.0,0.125
OUT_00066,Hotel,Medium,1,7.00586,79.92588,DIST_W_01,Western,575.8402263547013,941.8555594467435,31,941.856,366.01577364529874,1.0000004677503382,239.60384862278465,137973.5344264019,2.0,0.25
OUT_00067,Grocery,Small,1,6.87094,79.82754,DIST_W_02,Western,468.74138853621577,946.0990023595149,32,946.1,477.35861146378426,1.0000010544778957,278.681339431646,130629.4780043222,5.0,0.625
OUT_00068,Kiosk,Small,1,6.787665,79.805148,DIST_W_03,Western,504.8443315710287,1055.1362324460276,31,1055.137,550.2926684289712,1.000000727445375,266.1611937806808,134369.96996435482,3.0,0.375
OUT_00069,Grocery,Small,0,6.932337,79.994932,DIST_W_02,Western,526.8008312251242,954.5871834971196,27,954.588,427.7871687748758,1.0000008553465776,260.062302241775,137001.03699128656,6.0,0.75
OUT_00070,Kiosk,Medium,1,6.722652,79.912384,DIST_W_02,Western,531.4313993063241,997.0904092630967,31,997.091,465.6596006936759,1.0000005924607216,264.3116536372774,140463.5119454268,4.0,0.5
OUT_00071,Grocery,,5,6.969689,80.005189,DIST_W_02,Western,560.1139049327276,987.0550305307127,31,987.056,426.9420950672725,1.0000009821836244,259.7057952565477,145464.82711480436,5.0,0.625
OUT_00072,Bakery,Large,5,7.100475,80.003151,DIST_W_03,Western,559.2314076058784,1007.6243316099773,32,1259.531,700.2995923941215,1.2500005810573545,254.8167020204495,142501.50295238366,5.0,0.625
OUT_00073,Hotel,,1,6.972808,80.082439,DIST_W_03,Western,529.2164541151103,978.8597627324355,32,978.86,449.6435458848897,1.0000002423917844,266.63354421927556,141106.8588198695,5.0,0.625
OUT_00074,Eatery,Large,5,6.803342,79.882188,DIST_W_03,Western,576.6214033784619,1028.254852104739,32,1285.319,708.6975966215381,1.250000422919547,253.63998753045615,146254.2455627072,4.0,0.5
OUT_00075,Eatery,Small,0,7.041503,79.821357,DIST_W_03,Western,499.31687997321046,889.0116314697556,31,889.012,389.6951200267895,1.0000004145392831,276.2306649738223,137926.63378765414,4.0,0.5
OUT_00076,Pharmacy,Large,3,7.107234,79.884556,DIST_W_01,Western,546.7159504858563,1006.0088598350276,29,1257.512,710.7960495141436,1.2500009196799873,274.08586543035926,149847.11443349737,2.0,0.25
OUT_00077,Bakery,Medium,1,7.138736,80.020521,DIST_W_02,Western,583.0321869335824,982.9336506965093,28,982.934,399.9018130664176,1.0000003553683308,245.7087893765114,143256.13281899042,2.0,0.25
OUT_00078,Eatery,Extra Large,5,6.911735,79.970556,DIST_W_01,Western,555.1762918052685,909.7110326984838,33,1137.139,581.9627081947314,1.2500002298827733,253.53639013085981,140757.39291054464,3.0,0.375
OUT_00079,Kiosk,Extra Large,5,6.886009,80.032924,DIST_W_03,Western,495.03400696046305,939.5535702435938,33,1174.442,679.4079930395369,1.2500000395884907,260.09627210219475,128756.49977422836,2.0,0.25
OUT_00080,Grocery,Large,2,6.914497,80.025261,DIST_W_03,Western,538.920448667181,849.8499353344148,34,1062.313,523.3925513328192,1.2500006834524042,251.69821710086694,135645.31608872872,5.0,0.625
OUT_00081,Grocery,Small,0,6.952626,80.047937,DIST_W_01,Western,578.7841251269493,937.2945292796998,28,937.295,358.5108748730506,1.0000005022117227,254.5902835419703,147352.81452566126,6.0,0.75
OUT_00082,Kiosk,Small,0,6.705419,80.071615,DIST_W_02,Western,526.5870540319191,1003.0113542549749,28,1003.012,476.4249459680808,1.0000006438062963,270.60259134463615,142495.82138957526,5.0,0.625
OUT_00083,Kiosk,Small,1,6.986719,79.989551,DIST_W_01,Western,524.9460226588548,907.0457099633462,31,907.046,382.0999773411453,1.0000003197596887,257.51029670833884,135179.00605074406,5.0,0.625
OUT_00084,Kiosk,Small,0,7.036259,80.025712,DIST_W_01,Western,523.5947414875743,835.6658276348173,30,835.666,312.07125851242574,1.0000002062608964,258.06860060490266,135123.36221978406,8.0,1.0
OUT_00085,Hotel,Medium,1,7.165465,80.092274,DIST_W_03,Western,505.2207700662862,960.9049375851138,30,960.905,455.68422993371377,1.0000000649542777,269.68264463193555,136249.27339445907,1.0,0.125
OUT_00086,Bakery,Medium,1,7.143852,79.905275,DIST_W_02,Western,550.0418376291149,1083.0607286980676,30,1083.061,533.019162370885,1.0000002504955865,267.58791996471086,147184.55122474208,8.0,1.0
OUT_00087,Grocery,Extra Large,2,7.118482,80.060061,DIST_W_02,Western,527.5563001046903,1021.912066774439,32,1277.391,749.8346998953098,1.2500008968794685,270.68617214426223,142802.19546592826,1.0,0.125
OUT_00088,Eatery,Small,1,6.898326,80.067569,DIST_W_02,Western,517.8419672247624,965.0973847992962,33,965.098,447.2560327752376,1.0000006374493533,253.0602072083013,131045.19552705274,5.0,0.625
OUT_00089,Bakery,Small,0,6.990653,80.058942,DIST_W_02,Western,488.37531935499106,852.8378107380541,29,852.838,364.4626806450089,1.0000002219202098,267.0565123859196,130423.80952230359,5.0,0.625
OUT_00090,Bakry,Large,4,0.0,0.0,DIST_W_02,Western,512.1364395245431,740.5371123962847,32,982.135,469.9985604754569,1.3262468329533614,259.5250189755938,132912.2191857001,39.0,1.0
OUT_00091,Hotel,Medium,1,6.888994,80.011525,DIST_W_02,Western,536.992982932026,810.7726278715317,27,810.773,273.780017067974,1.0000004589800588,259.8485297167637,139536.83708310616,6.0,0.75
OUT_00092,Pharmacy,Large,4,6.946313,79.803406,DIST_W_02,Western,545.1205239438294,975.9213579378525,31,1219.902,674.7814760561706,1.2500003100431014,270.95628123031196,147703.82999013926,6.0,0.75
OUT_00093,Hotel,Small,0,7.111395,80.023263,DIST_W_02,Western,532.5141095260392,915.8261623318328,31,915.827,383.3128904739608,1.0000009146584816,265.1381205151957,141189.7901475571,2.0,0.25
OUT_00094,Grocery,Medium,2,6.887435,79.885714,DIST_W_03,Western,493.38880456940996,891.4273877941157,31,891.428,398.03919543059004,1.0000006867703333,275.0764528404185,135719.64223212775,2.0,0.25
OUT_00095,Grocery,Small,1,7.18895,79.966802,DIST_W_01,Western,576.9761842517662,982.5656798081377,29,982.566,405.58981574823383,1.0000003258732408,260.75958441371466,150452.07002210143,3.0,0.375
OUT_00096,Hotel,Large,3,7.196482,79.822139,DIST_W_03,Western,547.2145878557707,976.0533997127852,27,1220.067,672.8524121442293,1.250000256501354,258.72096684120777,141575.887239658,3.0,0.375
OUT_00097,Eatery,Medium,1,6.783108,79.865043,DIST_W_03,Western,540.060706604195,912.414292724515,30,912.415,372.3542933958049,1.0000007751692301,255.80783296217697,138151.75902444118,4.0,0.5
OUT_00098,Pharmacy,Small,0,6.892101,80.02113,DIST_W_03,Western,498.7294573876796,907.8696233215585,34,907.87,409.1405426123204,1.0000004149036732,265.8521195703962,132588.28333870822,3.0,0.375
OUT_00099,Pharmacy,Small,1,6.927828,79.98604,DIST_W_03,Western,493.9650339702738,919.0620582554357,29,919.063,425.0979660297262,1.0000010246800592,279.59805932440565,138111.66487220267,4.0,0.5
OUT_00100,Eatery,Small,0,6.814697,79.879781,DIST_W_02,Western,502.1921000677656,947.8080711498959,29,947.809,445.6168999322344,1.000000979998095,265.58265641346435,133373.51196585348,2.0,0.25
OUT_00101,Bakery,Extra Large,5,7.049081,79.960829,DIST_W_01,Western,527.2245452083856,909.4936071371768,32,1136.868,609.6434547916143,1.2500010897036782,266.9110553971161,140722.05979283477,4.0,0.5
OUT_00102,Hotel,Small,0,6.766593,79.82286,DIST_W_01,Western,541.3213447638137,926.552620341126,31,926.553,385.23165523618627,1.0000004097542499,251.15522423569877,135955.68372772564,1.0,0.125
OUT_00103,Bakry,Large,5,7.006708,79.925473,DIST_W_02,Western,505.30898624491965,755.0643545715085,31,1001.583,496.2740137550803,1.3264869331149771,268.4725925131043,135661.61355734215,3.0,0.375
OUT_00104,Hotel,Large,2,6.713183,79.912939,DIST_W_02,Western,530.0076056176891,936.3038565036192,31,1170.38,640.372394382311,1.2500001915729333,266.1628578889242,141068.33901406996,2.0,0.25
OUT_00105,Bakery,Small,1,6.997065,79.914267,DIST_W_01,Western,580.4362581185951,993.5083611696216,35,993.509,413.0727418814049,1.0000006430045316,244.7288866515672,142049.51922156545,4.0,0.5
OUT_00106,Hotel,Large,2,6.731756,79.811047,DIST_W_02,Western,541.9168251297064,845.6189552320307,31,1057.024,515.1071748702935,1.2500003618177664,249.56676188933326,135244.4272609689,6.0,0.75
OUT_00107,Pharmacy,Small,0,7.045857,79.960304,DIST_W_03,Western,550.616503440001,928.019081361005,32,928.02,377.403496559999,1.000000989892356,263.022805811992,144824.6976611774,9.0,1.0
OUT_00108,Smmt,Extra Large,2,7.084494,80.08343,DIST_W_01,Western,544.3108438172362,951.6517628980753,30,1189.565,645.2541561827638,1.250000311434726,263.81809027228707,143599.04733036036,3.0,0.375
OUT_00109,Grocery,Small,0,6.76458,80.086215,DIST_W_02,Western,526.5151272677309,951.755139865072,30,951.756,425.24087273226905,1.0000009037355218,262.44442118699476,138180.9578219765,5.0,0.625
OUT_00110,Eatery,Small,1,6.879081,79.834067,DIST_W_01,Western,551.5842516042853,968.9191746952811,29,968.92,417.33574839571463,1.000000851778704,272.12840719068726,150101.74382054145,11.0,1.0
OUT_00111,Bakery,Small,0,6.960082,80.055654,DIST_W_02,Western,572.9193145179759,931.6139903141019,31,931.614,358.69468548202417,1.0000000103969007,255.16266646541234,146187.61996194295,3.0,0.375
OUT_00112,Pharmacy,Extra Large,3,7.095909,79.976987,DIST_W_02,Western,569.6408005573398,973.1512690962418,32,1216.44,646.7991994426602,1.2500009388362598,248.6633912157345,141648.813241434,4.0,0.5
OUT_00113,Hotel,Small,1,7.019681,80.041513,DIST_W_03,Western,605.6184507696248,1033.330769726423,31,1033.331,427.7125492303751,1.00000022284595,254.41174495968886,154076.44684008366,4.0,0.5
OUT_00114,Pharmacy,Small,0,7.004044,79.990993,DIST_W_03,Western,499.8196059953784,905.8820951466582,31,905.883,406.0633940046216,1.0000009988643628,270.95092162519103,135426.58289078763,4.0,0.5
OUT_00115,Kiosk,Small,1,6.973723,79.935273,DIST_W_03,Western,469.53747845482013,957.6237939653041,31,957.624,488.0865215451799,1.0000002151520224,274.2092866564167,128751.53702554884,4.0,0.5
OUT_00116,Bakery,Small,0,7.048821,80.038942,DIST_W_03,Western,546.4946019105969,967.4350885993184,31,967.436,420.94139808940315,1.0000009420794143,254.33903044826366,138994.90719515103,1.0,0.125
OUT_00117,Grocery,Large,3,6.829122,79.937741,DIST_W_02,Western,558.062429117891,988.1129326632405,32,1235.142,677.079570882109,1.250000844206084,242.7259959951156,135456.2589350937,3.0,0.375
OUT_00118,Hotel,Medium,2,6.804565,79.973895,DIST_W_02,Western,574.6408586616553,1040.3867710997606,31,1040.387,465.7461413383446,1.0000002200145617,244.96423991690372,140766.4611672493,1.0,0.125
OUT_00119,Smmt,Small,0,6.992383,79.92009,DIST_W_03,Western,512.2027212140684,910.1875867693469,33,910.188,397.98527878593154,1.0000004540060303,259.5350313784164,132934.54932240353,5.0,0.625
OUT_00120,Bakery,Large,4,7.033779,79.851696,DIST_W_01,Western,512.5926192506023,946.7829981615788,35,1183.479,670.8863807493977,1.2500002664792536,272.66725653494586,139767.2232111238,7.0,0.875
OUT_00121,Eatery,Small,1,6.839295,79.853103,DIST_W_02,Western,568.3038825608838,997.9719177322733,27,997.972,429.66811743911614,1.0000000824349116,263.90207197157446,149976.57211730757,6.0,0.75
OUT_00122,Grocery,Medium,1,6.877996,80.068265,DIST_W_01,Western,534.5086671331887,909.3554612820309,29,909.356,374.84733286681126,1.0000005924173683,259.8661103943075,138900.6882999474,5.0,0.625
OUT_00123,Bakery,small,1,6.719656,80.039823,DIST_W_01,Western,519.2185063918064,910.3302478624983,31,910.331,391.11249360819363,1.000000826224882,256.9093732553788,133392.10105971288,0.0,0.0
OUT_00124,Pharmacy,Medium,2,6.778489,79.913186,DIST_W_01,Western,523.1506986929716,947.5841068243969,27,947.585,424.4343013070285,1.0000009425818739,253.5862773356912,132663.8381671165,4.0,0.5
OUT_00125,Grocery,Small,1,6.998639,80.095877,DIST_W_01,Western,486.5951173765803,1184.6773705269795,32,1184.678,698.0828826234199,1.000000531345526,275.1236825891635,133873.840622551,3.0,0.375
OUT_00126,Eatery,Small,0,7.079978,79.95938,DIST_W_03,Western,494.93490764814976,735.7679038791833,28,735.768,240.83309235185027,1.000000130640133,277.0001564640413,137097.04685805333,4.0,0.5
OUT_00127,Bakery,Medium,2,6.826218,80.014005,DIST_W_02,Western,507.19242152764036,976.466917721919,32,976.467,469.2745784723596,1.0000000842610022,267.62369470435976,135736.70977527817,3.0,0.375
OUT_00128,Smmt,Large,4,6.715236,80.060164,DIST_W_03,Western,519.2772393136927,939.2791314002473,34,1174.099,654.8217606863072,1.2500000912930864,258.62402885308745,134297.57172301607,5.0,0.625
OUT_00129,Grocery,Medium,1,7.068703,79.854685,DIST_W_02,Western,543.4718373370331,904.0884264013881,29,904.089,360.61716266296696,1.000000634449679,265.15215205543973,144102.7272514382,4.0,0.5
OUT_00130,Eatery,Small,0,6.967668,79.869965,DIST_W_03,Western,563.6674324674565,934.7334374942593,31,934.734,371.06656753254356,1.000000601781982,256.4390317602858,144546.33061676082,1.0,0.125
OUT_00131,Eatery,Medium,2,7.094586,79.949533,DIST_W_01,Western,572.747254724461,980.1165795723825,33,980.117,407.369745275539,1.0000004289567448,261.6976868110626,149886.63168877788,1.0,0.125
OUT_00132,Eatery,Medium,2,6.978871,79.975961,DIST_W_03,Western,517.2418626492818,879.1745838717741,34,879.175,361.9331373507182,1.0000004733169423,270.4651619723167,139895.9041603008,7.0,0.875
OUT_00133,Kiosk,Small,0,7.022959,79.971233,DIST_W_03,Western,534.0562520635373,792.444176759511,30,792.445,258.3887479364628,1.0000010388624374,268.33507923731906,143306.02671465493,2.0,0.25
OUT_00134,Grocery,Extra Large,2,6.818613,79.830535,DIST_W_03,Western,521.7043369703264,946.2322737368178,29,1182.791,661.0866630296736,1.2500006952087728,271.64590830243446,141718.84848162366,4.0,0.5
